"id","composition","proportion","name","location","mass","year"
"92","Pseudo/Ephedrine ","9","[unspecified]","Oakland, CA","-",1999
"92","Chlorpheniramine ","1","[unspecified]","Oakland, CA","-",1999
"106","MDMA ","99","Mitsubishi","Phoenix, AZ","-",1999
"106","Caffeine ","1","Mitsubishi","Phoenix, AZ","-",1999
"108","DXM ","1","[unspecified]","Boston, MA","-",1999
"109","MDA ","1","Wildflower","Oakland, CA","-",1999
"578","DXM ","9","Gel Cap (green powder)","Oakland, CA","-",1999
"578","MDMA ","1","Gel Cap (green powder)","Oakland, CA","-",1999
"105","MDMA ","1","Clover","Los Angeles, CA","-",1999
"107","DXM ","1","Orange Julius","Seattle, CA","-",1999
"110","DXM ","1","Green Triangle","Los Angeles, CA","-",1999
"111","DXM ","1","Green Triangle","New York, NY","-",1999
"112","DXM ","1","Green Triangle","Seattle, WA","-",1999
"113","Guaifenesin ","95","Pink Panthers","Oakland, CA","-",1999
"113","Pseudo/Ephedrine ","5","Pink Panthers","Oakland, CA","-",1999
"114","Caffeine ","1","Mitsubishi","New York, NY","-",1999
"115","None Detected ","1","Brooklyn Bomber","Oakland, CA","-",1999
"116","DXM ","1","Green Triangle","Philadelphia, PA","-",1999
"117","MDMA ","1","Split","Orlando, FL","-",1999
"118","MDE ","1","Yin Yang","Orlando, FL","-",1999
"122","DXM ","1","Green Triangle","Oakland, CA","-",1999
"579","MDMA ","1","Gel Cap","Los Angeles, CA","-",1999
"580","MDMA ","1","gel cap with red dot","Los Angeles, CA","-",1999
"119","MDMA ","1","Shell","San Antonio, TX","-",1999
"120","MDMA ","1","Shamrock","Nashville, TN","-",1999
"121","MDMA ","1","Pink Hearts","Nashville, TN","-",1999
"123","MDMA ","1","Arrow","Nashville, TN","-",1999
"124","MDMA ","1","D & G","Nashville, TN","-",1999
"125","MDMA ","1","White Dove","St. Petersburg, FL","-",1999
"126","MDMA ","1","007","Orlando, FL","-",1999
"127","DXM ","1","UFO","Birmingham, AL","-",1999
"128","None Detected ","1","Green Triangle","Oakland, CA","-",1999
"129","None Detected ","1","[unspecified]","Oakland, CA","-",1999
"130","MDMA ","1","Pink Sex","Phoenix, AZ","-",1999
"131","MDMA ","1","Macintosh","Oakland, CA","-",1999
"132","MDMA ","1","RN scored on back","San Francisco, CA","-",1999
"133","MDMA ","1","Teletubbie","San Francisco, CA","-",1999
"134","MDMA ","1","[unspecified]","San Francisco, CA","-",1999
"135","MDMA ","1","Barrel thick, speckly","San Francisco, CA","-",1999
"136","MDMA ","1","[unspecified]","San Francisco, CA","-",1999
"137","MDMA ","1","Tweetie","San Francisco, CA","-",1999
"423","BZP ","1","Crown ('Triple Stacked')","Palm Beach, FL","-",2000
"423","TFMPP ","1","Crown ('Triple Stacked')","Palm Beach, FL","-",2000
"424","Methamphetamine ","9","Yellow Double Stack","Panama City, FL","-",2000
"424","Pseudo/Ephedrine ","1","Yellow Double Stack","Panama City, FL","-",2000
"425","Caffeine ","3","[unspecified]","San Francisco, CA","-",2000
"425","Methamphetamine ","1","[unspecified]","San Francisco, CA","-",2000
"425","Pseudo/Ephedrine ","1","[unspecified]","San Francisco, CA","-",2000
"426","MDMA ","1","Pink CK","Portland, OR","-",2000
"427","MDA ","10","Red Devil","Portland, OR","-",2000
"427","Methamphetamine ","1","Red Devil","Portland, OR","-",2000
"428","MDA ","10","Red Devil","Seattle, WA","-",2000
"428","Methamphetamine ","1","Red Devil","Seattle, WA","-",2000
"429","None Detected ","1","Tall S","San Jose, CA","-",2000
"430","BZP ","10","[unspecified]","Minneapolis, MN","-",2000
"430","TFMPP ","1","[unspecified]","Minneapolis, MN","-",2000
"431","PCP ","1","Orange Pokemon","Washington, DC","-",2000
"431","Pseudo/Ephedrine ","1","Orange Pokemon","Washington, DC","-",2000
"432","Caffeine ","1","Arrow","Los Angeles, CA","-",2000
"432","Methyl Salicylate ","1","Arrow","Los Angeles, CA","-",2000
"433","Pseudo/Ephedrine ","5","Mint Chips","Seattle, WA","-",2000
"433","PCP ","1","Mint Chips","Seattle, WA","-",2000
"434","DXM ","1","White Clover","Austin, TX","-",2000
"435","MDMA ","1","Dharma-ABXTC","Oakland, CA","-",2000
"436","Methyl Salicylate ","1","[unspecified]","San Francisco, CA","-",2000
"437","DXM ","1","Fierce Clover","Los Angeles, CA","-",2000
"438","Methamphetamine ","1","Green Monsters","Charlotte, NC","-",2000
"439","MDMA ","3","[unspecified]","Sacramento, CA","-",2000
"439","Pseudo/Ephedrine ","1","[unspecified]","Sacramento, CA","-",2000
"440","Guaifenesin ","1","P in a circle","New York, NY","-",2000
"441","MDA ","1","Snow Frog","Austin, TX","-",2000
"442","Acetaminophen ","1","Unknown","Boston, MA","-",2000
"442","Caffeine ","1","Unknown","Boston, MA","-",2000
"442","Methyl Salicylate ","1","Unknown","Boston, MA","-",2000
"443","Acetaminophen ","1","KO","Boston, MA","-",2000
"444","MDMA ","1","Mitsubishi","Newport, MI","-",2000
"445","MDMA ","1","Mercedes","Atlanta, GA","-",2000
"446","MDMA ","1","Green Euro","Washington, DC","-",2000
"447","DXM ","1","Clover","Coral Springs, FL","-",2000
"448","Pseudo/Ephedrine ","10","Green Kryptonite","Seattle, WA","-",2000
"448","PCP ","1","Green Kryptonite","Seattle, WA","-",2000
"449","MDMA ","1","Apple Cobbler","Los Angeles, CA","-",2000
"450","MDMA ","1","Blue M&M","Seattle, WA","-",2000
"451","DXM ","1","Star","New York, NY","-",2000
"452","BZP ","1","Green Fly","Jupiter, FL","-",2000
"452","TFMPP ","1","Green Fly","Jupiter, FL","-",2000
"453","MDMA ","1","Stop Sign","Irvine, CA","-",2000
"454","DXM ","1","[unspecified]","San Luis Obispo, CA","-",2000
"454","Pseudo/Ephedrine ","1","[unspecified]","San Luis Obispo, CA","-",2000
"455","MDMA ","1","Spade","Irvine, CA","-",2000
"455","Pseudo/Ephedrine ","1","Spade","Irvine, CA","-",2000
"456","MDMA ","1","Stop Sign","San Francisco, CA","-",2000
"457","MDMA ","1","Double Stacked Dolphin","Long Island, NY","-",2000
"458","MDMA ","1","Red Sex","Mount Prospect, Il","-",2000
"459","MDMA ","1","Euro","Fort Worth, TX","-",2000
"460","Ketamine ","1","P-Bo","Cali, CA","-",2000
"461","Diphenhydramine ","1","S","New Orleans, LA","-",2000
"462","Caffeine ","1","Heart","New Orleans, LA","-",2000
"463","Unidentified ","1","Red Pentagon","Phoenix, AZ","-",2000
"464","MDMA ","1","No name","San Diego, CA","-",2000
"465","MDA ","1","Mitsubishi","San Francisco, CA","-",2000
"466","MDMA ","1","White Bomb","Chicago, Il","-",2000
"467","MDMA ","1","Star of David","Louis, MO","-",2000
"468","MDMA ","1","Mitsubishi","Louis, MO","-",2000
"469","Pseudo/Ephedrine ","1","Brownie","Dallas, TX","-",2000
"470","DXM ","1","[unspecified]","Dallas, TX","-",2000
"471","Caffeine ","1","Christmas Tree","Dallas, TX","-",2000
"471","Methyl Salicylate ","1","Christmas Tree","Dallas, TX","-",2000
"382","MDMA ","1","007","New York, NY","-",2000
"383","MDA ","1","Zorro","New York, NY","-",2000
"384","MDMA ","1","Purple Peace Symbol","Boston, MA","-",2000
"385","MDMA ","1","Green Smiley Face","Boston, MA","-",2000
"386","DXM ","1","UFO","Houston, TX","-",2000
"387","MDMA ","1","Green Triangle","Playa Del Rey, CA","-",2000
"388","MDMA ","1","Pepper","Playa Del Rey, CA","-",2000
"389","Unidentified ","1","[unspecified]","Playa Del Rey, CA","-",2000
"390","MDMA ","1","[unspecified]","Playa Del Rey, CA","-",2000
"391","Aspirin ","1","White B","Detroit, MI","-",2000
"391","Methyl Salicylate ","1","White B","Detroit, MI","-",2000
"392","MDMA ","10","[unspecified]","San Francisco, CA","-",2000
"392","Ketamine ","1","[unspecified]","San Francisco, CA","-",2000
"392","Caffeine ","0","[unspecified]","San Francisco, CA","-",2000
"393","DXM ","1","Yin-Yang","Atlanta, GA","-",2000
"394","Pseudo/Ephedrine ","1","UFO","Orlando, FL","-",2000
"394","Unidentified ","1","UFO","Orlando, FL","-",2000
"395","None Detected ","1","[unspecified]","Paramus, NJ","-",2000
"396","Guaifenesin ","1","[unspecified]","Detroit, MI","-",2000
"397","Diphenhydramine ","1","Blue Love","Detroit, MI","-",2000
"397","Methyl Salicylate ","1","Blue Love","Detroit, MI","-",2000
"398","MDMA ","1","Pepper Fish","Baltimore, MD","-",2000
"399","MDMA ","1","Orange Crush","Joplin, MO","-",2000
"400","MDMA ","1","Clover Twittie","Salt Lake City, UT","-",2000
"401","None Detected ","1","Yin-Yang","Washington, DC","-",2000
"402","MDMA ","1","Hugs N Kisses","Chicago, Il","-",2000
"403","MDMA ","1","DUB YA","San Francisco, CA","-",2000
"404","Guaifenesin ","10","[unspecified]","Temecula, CA","-",2000
"404","MDMA ","5","[unspecified]","Temecula, CA","-",2000
"404","Caffeine ","1","[unspecified]","Temecula, CA","-",2000
"404","Pseudo/Ephedrine ","0","[unspecified]","Temecula, CA","-",2000
"405","None Detected ","1","[unspecified]","Oakland, CA","-",2000
"406","Ketamine ","3","Star of David","San Francisco, CA","-",2000
"406","Caffeine ","1","Star of David","San Francisco, CA","-",2000
"407","Methamphetamine ","1","Yellow Ck","Columbus, OH","-",2000
"408","PCP ","1","Blue Butterfly","Mount Prospect, Il","-",2000
"408","Pseudo/Ephedrine ","1","Blue Butterfly","Mount Prospect, Il","-",2000
"409","Unidentified ","1","Red Mitsubishi","Tucson, AZ","-",2000
"410","DXM ","1","Banana","Santa Monica, CA","-",2000
"410","Pseudo/Ephedrine ","1","Banana","Santa Monica, CA","-",2000
"411","MDMA ","1","Mitsubishi","Norman, OK","-",2000
"412","MDMA ","1","White Fish/Pisces","San Francisco, CA","-",2000
"413","MDMA ","1","White X","San Francisco, CA","-",2000
"414","MDMA ","1","Mitsubishi","Los Angeles, CA","-",2000
"415","MDMA ","1","007","New York, NY","-",2000
"416","DXM ","1","[unspecified]","Dallas, TX","-",2000
"417","MDMA ","1","Little Fish","San Francisco, CA","-",2000
"418","MDMA ","1","Shamrock","San Francisco, CA","-",2000
"419","Methyl Salicylate ","1","Nexus","Minneapolis, MN","-",2000
"420","MDMA ","1","[unspecified]","Washington, DC","-",2000
"421","MDMA ","1","[unspecified]","San Diego, CA","-",2000
"422","Guaifenesin ","1","Double Stacked Pisces (P in a circle)","Louisville, KY","-",2000
"347","MDMA ","10","Green Nipple","Santa Barbara, CA","-",2000
"347","Caffeine ","5","Green Nipple","Santa Barbara, CA","-",2000
"347","Ketamine ","3","Green Nipple","Santa Barbara, CA","-",2000
"348","MDMA ","1","[unspecified]","Seattle, WA","-",2000
"348","Pseudo/Ephedrine ","1","[unspecified]","Seattle, WA","-",2000
"349","MDMA ","1","Two Arrows","Seattle, WA","-",2000
"350","None Detected ","1","Green Microdot","New York, NY","-",2000
"351","MDMA ","1","Torpedos / TT","Los Angeles, CA","-",2000
"352","MDMA ","1","Pink FY","San Francisco, CA","-",2000
"353","Caffeine ","10","Green P","San Francisco, CA","-",2000
"353","Ketamine ","1","Green P","San Francisco, CA","-",2000
"353","Methamphetamine ","1","Green P","San Francisco, CA","-",2000
"354","MDMA ","1","Blue Tulips","Albany, NY","-",2000
"355","MDMA ","1","Mitsubishi","Washington, MO","-",2000
"356","MDMA ","1","Clover","Gainesville, FL","-",2000
"357","PCP ","10","Purple Rain Drop","Chicago, Il","-",2000
"357","Ketamine ","1","Purple Rain Drop","Chicago, Il","-",2000
"358","MDA ","1","Mitsubishi","Portland, OR","-",2000
"359","MDA ","1","Omni","Miami, FL","-",2000
"360","MDMA ","1","Dragon","Auburn, CA","-",2000
"361","Unidentified ","1","Fly","Tampa Bay, FL","-",2000
"362","MDMA ","1","Rolex Crown","Orlando, FL","-",2000
"363","MDMA ","1","Audi TT","Reno, NV","-",2000
"364","MDMA ","2","Green NY","Oakland, CA","-",2000
"364","Ketamine ","1","Green NY","Oakland, CA","-",2000
"365","Pseudo/Ephedrine ","1","Smoothie","Oakland, CA","-",2000
"366","Unidentified ","1","Star Trek","Washington, DC","-",2000
"367","MDMA ","1","Butterfly","Baton Rouge, LA","-",2000
"368","Unidentified ","1","Fly","Palm Beach, FL","-",2000
"369","Unidentified ","1","Worried Parent","San Francisco, CA","-",2000
"370","MDMA ","1","Twin Turbo","Clevelend, OH","-",2000
"371","MDMA ","1","[unspecified]","La Jolla, CA","-",2000
"372","Diphenhydramine ","1","Blue Nitro","Niagra Falls, NY","-",2000
"373","DXM ","1","Star","Knoxville, TN","-",2000
"374","MDMA ","1","Smurf","Los Angeles, CA","-",2000
"375","MDMA ","1","y2k","Santa Cruz, CA","-",2000
"376","MDMA ","1","pink CK","Portland, OR","-",2000
"377","PCP ","1","Purple Tear Drops","Chicago, Il","-",2000
"378","MDMA ","1","Trumpeter","Atlanta, GA","-",2000
"379","MDMA ","1","Mitsubishi","Worcester, MA","-",2000
"380","MDMA ","1","Four Leaf Clover","Phoenix, AZ","-",2000
"381","MDMA ","1","Snowball","New York, NY","-",2000
"323","Caffeine ","1","[unspecified]","Minneapolis, MN","-",2000
"323","Ketamine ","1","[unspecified]","Minneapolis, MN","-",2000
"324","MDA ","1","Triple X","Knoxville, TN","-",2000
"325","Caffeine ","1","Hearts","Washington, DC","-",2000
"326","None Detected ","1","Fly","Minneapolis, MN","-",2000
"327","MDMA ","1","Green Nipples","Minneapolis, MN","-",2000
"328","MDMA ","1","Bullets","Minneapolis, MN","-",2000
"329","DXM ","1","Banana","Chicago, Il","-",2000
"329","Pseudo/Ephedrine ","1","Banana","Chicago, Il","-",2000
"330","MDA ","1","White Dome","Los Angeles, CA","-",2000
"330","MDE ","1","White Dome","Los Angeles, CA","-",2000
"330","MDMA ","1","White Dome","Los Angeles, CA","-",2000
"331","Caffeine ","1","Circle P","San Francisco, CA","-",2000
"331","Methamphetamine ","1","Circle P","San Francisco, CA","-",2000
"332","MDMA ","1","8 1/2","Manhattan, NY","-",2000
"333","None Detected ","1","A&E (Acid & Ecstasy)","Phoenix, AZ","-",2000
"334","DXM ","10","Playboy","Coral Springs, FL","-",2000
"334","Pseudo/Ephedrine ","1","Playboy","Coral Springs, FL","-",2000
"335","Caffeine ","1","Viper","San Francisco, CA","-",2000
"335","Ketamine ","1","Viper","San Francisco, CA","-",2000
"335","Methamphetamine ","1","Viper","San Francisco, CA","-",2000
"336","Carisoprodol ","1","DAN","San Francisco, CA","-",2000
"337","Caffeine ","1","JJ","San Francisco, CA","-",2000
"337","MDMA ","1","JJ","San Francisco, CA","-",2000
"338","Caffeine ","1","V","San Francisco, CA","-",2000
"338","MDMA ","1","V","San Francisco, CA","-",2000
"339","MDMA ","10","LM","San Francisco, CA","-",2000
"339","Methamphetamine ","2","LM","San Francisco, CA","-",2000
"339","Ketamine ","1","LM","San Francisco, CA","-",2000
"340","Methyl Salicylate ","2","Arrow","New York, NY","-",2000
"340","Aspirin ","1","Arrow","New York, NY","-",2000
"340","Caffeine ","1","Arrow","New York, NY","-",2000
"341","MDMA ","1","[unspecified]","Princeton, NY","-",2000
"342","DXM ","3","[unspecified]","New Orleans, LA","-",2000
"342","Pseudo/Ephedrine ","1","[unspecified]","New Orleans, LA","-",2000
"343","MDMA ","1","Brown 4 Prez","New York, NY","-",2000
"344","Caffeine ","1","Chanel","Denver, CO","-",2000
"344","Ketamine ","1","Chanel","Denver, CO","-",2000
"344","Methamphetamine ","1","Chanel","Denver, CO","-",2000
"345","DXM ","3","Sweet Baby","Miami, FL","-",2000
"345","Pseudo/Ephedrine ","1","Sweet Baby","Miami, FL","-",2000
"346","Guaifenesin ","1","Men in Black","New York, NY","-",2000
"346","Pseudo/Ephedrine ","1","Men in Black","New York, NY","-",2000
"301","MDMA ","1","CK","Phoenix, AZ","-",2000
"302","MDMA ","1","Green Martian","Phoenix, AZ","-",2000
"303","PMA ","1","Mitsubishi","Minneapolis, MN","-",2000
"304","Aspirin ","1","[unspecified]","Austin, TX","-",2000
"304","Methyl Salicylate ","1","[unspecified]","Austin, TX","-",2000
"305","MDMA ","1","Tulip","Bastrop, LA","-",2000
"306","MDMA ","1","Star","Mansfield, LA","-",2000
"307","MDMA ","1","Kryptonite","Dallas, TX","-",2000
"308","MDMA ","10","[unspecified]","Oakland, CA","-",2000
"308","Methamphetamine ","1","[unspecified]","Oakland, CA","-",2000
"309","Caffeine ","3","[unspecified]","Oakland, CA","-",2000
"309","Ketamine ","1","[unspecified]","Oakland, CA","-",2000
"310","Caffeine ","10","JJ","Oakland, CA","-",2000
"310","MDMA ","1","JJ","Oakland, CA","-",2000
"311","MDMA ","1","TT","New York, NY","-",2000
"312","MDMA ","10","Amsterdams (double stacked)","Los Angeles, CA","-",2000
"312","Methamphetamine ","1","Amsterdams (double stacked)","Los Angeles, CA","-",2000
"313","MDMA ","1","Cell Phone","Chicago, Il","-",2000
"314","MDMA ","1","Michelin Man","Chicago, Il","-",2000
"315","DXM ","4","Banana","Long Beach, CA","-",2000
"315","Pseudo/Ephedrine ","1","Banana","Long Beach, CA","-",2000
"316","Diazepam ","1","Roche 10","San Francisco, CA","-",2000
"317","MDMA ","1","[unspecified]","Coloma, CA","-",2000
"318","DXM ","1","Patriot","Detroit, MI","-",2000
"319","MDMA ","1","Butterfly","Phoenix, AZ","-",2000
"320","MDMA ","1","Mitsubishi","Phoenix, AZ","-",2000
"321","Unidentified ","1","Red TNT","Detroit, MI","-",2000
"322","MDMA ","10","[unspecified]","Detroit, MI","-",2000
"322","Caffeine ","1","[unspecified]","Detroit, MI","-",2000
"201","PMA ","1","Double Stacked Mitsubishi","Tucson, AZ","-",2000
"202","Pseudo/Ephedrine ","1","X-Men","Houston, TX","-",2000
"203","Pseudo/Ephedrine ","10","Red 007","Canton, OH","-",2000
"203","PCP ","1","Red 007","Canton, OH","-",2000
"204","Pseudo/Ephedrine ","10","Blue 007","Canton, OH","-",2000
"204","PCP ","1","Blue 007","Canton, OH","-",2000
"205","Caffeine ","10","Millenium","Los Angeles, CA","-",2000
"205","DXM ","10","Millenium","Los Angeles, CA","-",2000
"205","Methamphetamine ","1","Millenium","Los Angeles, CA","-",2000
"206","None Detected ","1","[unspecified]","Atlanta, GA","-",2000
"207","MDMA ","1","Euro","Chicago, Il","-",2000
"208","Diazepam ","1","[unspecified]","Chicago, Il","-",2000
"209","DXM ","1","Mini Chips","Houston, TX","-",2000
"210","MDMA ","1","Lifesaver","Santa Barbara, CA","-",2000
"211","MDMA ","1","O.K.","Atlanta, GA","-",2000
"212","MDA ","1","Zorro","Rome, NY","-",2000
"213","Pseudo/Ephedrine ","1","X","Hollywood, CA","-",2000
"214","MDMA ","1","[unspecified]","Los Angeles, CA","-",2000
"215","MDMA ","1","Buddha","Long Beach, CA","-",2000
"216","DXM ","1","Clover","Toledo, OH","-",2000
"217","MDMA ","1","Ravers","Gainesville, FL","-",2000
"218","MDMA ","1","Flat White","New York, NY","-",2000
"219","Unidentified ","1","Lifesaver","Tulare, CA","-",2000
"220","Cocaine ","10","Red Bull","Fremont, CA","-",2000
"220","Ketamine ","1","Red Bull","Fremont, CA","-",2000
"221","None Detected ","1","Number 7","Chicago, Il","-",2000
"222","MDMA ","1","Buddha","San Mateo, CA","-",2000
"223","None Detected ","1","Chicago Bull","New York, NY","-",2000
"224","MDMA ","1","[unspecified]","San Fernando Valley, CA","-",2000
"225","MDMA ","1","Purple Heart","Chicago, Il","-",2000
"226","MDMA ","1","[unspecified]","Chicago, Il","-",2000
"227","Acetaminophen ","1","Goodys","Dallas, TX","-",2000
"227","Caffeine ","1","Goodys","Dallas, TX","-",2000
"227","Methyl Salicylate ","1","Goodys","Dallas, TX","-",2000
"228","Acetaminophen ","1","Green Clubs","Los Angeles, CA","-",2000
"229","DXM ","1","Star","Los Angeles, CA","-",2000
"230","MDA ","1","P-L","San Francisco, CA","-",2000
"232","MDMA ","1","Feet","Providence, RI","-",2000
"233","MDMA ","1","Nike (Green)","Providence, RI","-",2000
"234","MDMA ","1","Fuji","Providence, RI","-",2000
"235","MDMA ","1","Love","Providence, RI","-",2000
"236","MDMA ","1","White Nike","Providence, RI","-",2000
"237","MDMA ","1","Heart","Providence, RI","-",2000
"238","MDMA ","1","e-stamp","Providence, RI","-",2000
"239","MDMA ","1","Fish","Providence, RI","-",2000
"240","MDMA ","1","Smurf","Providence, RI","-",2000
"241","MDMA ","1","Scorpion","Providence, RI","-",2000
"242","MDMA ","1","Heart","Providence, RI","-",2000
"243","MDMA ","1","Euro","Providence, RI","-",2000
"244","MDMA ","1","Ferrari","Providence, RI","-",2000
"245","MDMA ","1","Rolls Royce","Providence, RI","-",2000
"246","MDMA ","1","Elephant","Providence, RI","-",2000
"247","MDMA ","1","Peaches","Providence, RI","-",2000
"248","MDMA ","1","Versace","Providence, RI","-",2000
"249","Methamphetamine ","1","48 Hours","Providence, RI","-",2000
"250","None Detected ","1","[unspecified]","Providence, RI","-",2000
"251","MDMA ","1","X-files","Providence, RI","-",2000
"252","MDMA ","1","X-files","Providence, RI","-",2000
"253","MDMA ","1","Star","New York, NY","-",2000
"254","MDMA ","1","[unspecified]","North Bay, CA","-",2000
"255","Pseudo/Ephedrine ","10","[unspecified]","Detroit, MI","-",2000
"255","PCP ","1","[unspecified]","Detroit, MI","-",2000
"256","Pseudo/Ephedrine ","1","Green Butterfly","Detroit, MI","-",2000
"257","None Detected ","1","[unspecified]","San Francisco, CA","-",2000
"258","Pseudo/Ephedrine ","3","Red TNT","W. B., MI","-",2000
"258","MDA ","1","Red TNT","W. B., MI","-",2000
"259","MDA ","1","Lifesaver","San Francisco, CA","-",2000
"260","MDMA ","1","[unspecified]","Windham, NY","-",2000
"261","MDMA ","1","X Factor","State College, PA","-",2000
"262","MDMA ","1","Ninja Star","Clayton, OH","-",2000
"263","DXM ","10","[unspecified]","Santa Barbara, CA","-",2000
"263","Methamphetamine ","1","[unspecified]","Santa Barbara, CA","-",2000
"264","DXM ","1","Star","Springfield, MA","-",2000
"265","MDMA ","1","Candy Canes","Chicago, Il","-",2000
"266","MDMA ","1","Fish","Miami, FL","-",2000
"267","MDMA ","1","[unspecified]","Azusa, CA","-",2000
"268","Caffeine ","1","Y2K","Los Angeles, CA","-",2000
"268","Diazepam ","1","Y2K","Los Angeles, CA","-",2000
"268","DXM ","1","Y2K","Los Angeles, CA","-",2000
"268","Ketamine ","1","Y2K","Los Angeles, CA","-",2000
"269","MDMA ","1","Clover","Boca Raton, FL","-",2000
"270","Unidentified ","1","Mitsubishi","Chicago, Il","-",2000
"271","MDMA ","1","Star","Los Angeles, CA","-",2000
"272","MDMA ","1","D & G","Los Angeles, CA","-",2000
"273","MDMA ","1","Thumbs Up","Los Angeles, CA","-",2000
"274","MDMA ","1","Smurf","Los Angeles, CA","-",2000
"275","DXM ","2","Yellow Jacket","Austin, TX","-",2000
"275","Caffeine ","1","Yellow Jacket","Austin, TX","-",2000
"276","Diphenhydramine ","1","Blue Superman","Birmingham, AL","-",2000
"277","Ketamine ","2","Star of David","Mobile, AL","-",2000
"277","Caffeine ","1","Star of David","Mobile, AL","-",2000
"278","MDMA ","1","Happy Face","San Francisco, CA","-",2000
"279","MDA ","1","[unspecified]","Los Angeles, CA","-",2000
"280","MDMA ","1","Mitsubishi","Baltimore, MD","-",2000
"281","MDMA ","1","Yin Yang","Tampa, FL","-",2000
"282","None Detected ","1","Lifesaver","San Francisco, CA","-",2000
"283","MDMA ","1","Bomb","San Francisco, CA","-",2000
"284","MDMA ","1","Superman","New York, NY","-",2000
"285","MDMA ","1","Mitsubishi","Chicago, Il","-",2000
"286","Methamphetamine ","1","Mitsubishi","New York, NY","-",2000
"287","DXM ","1","Red Devil","Denver, CO","-",2000
"288","Diphenhydramine ","1","Blue Diamond","Springfield, MA","-",2000
"289","DXM ","20","Disco Biscuits","Houston, TX","-",2000
"289","Phenylpropanolamine ","1","Disco Biscuits","Houston, TX","-",2000
"290","PCP ","2","[unspecified]","Cincinnati, OH","-",2000
"290","Methamphetamine ","1","[unspecified]","Cincinnati, OH","-",2000
"291","MDMA ","1","Red Check","V-Town","-",2000
"292","MDMA ","1","Thumbs Up","V-Town","-",2000
"293","None Detected ","1","White Puff","Albany, NY","-",2000
"294","Caffeine ","2","Butterfly","New Orleans, LA","-",2000
"294","Pseudo/Ephedrine ","1","Butterfly","New Orleans, LA","-",2000
"295","MDMA ","1","Clover","Pahokee, FL","-",2000
"296","None Detected ","1","[unspecified]","New York, NY","-",2000
"297","MDMA ","1","[unspecified]","San Francisco, CA","-",2000
"298","MDA ","10","Lips","Chico, CA","-",2000
"298","MDE ","1","Lips","Chico, CA","-",2000
"299","DXM ","1","Clover","Phoenix, AZ","-",2000
"300","MDMA ","1","Motorola","V-Town","-",2000
"138","MDMA ","1","Star of David","CO","-",2000
"139","DXM ","1","Pink Molly","Buffalo, NY","-",2000
"140","MDMA ","1","Infinity","Boca Raton, FL","-",2000
"141","Caffeine ","1","Heart","Miami, FL","-",2000
"142","None Detected ","1","[unspecified]","Baton Rouge, LA","-",2000
"143","MDMA ","1","Horseshoe","Buffalo, NY","-",2000
"144","MDMA ","1","7 of Diamonds","Miami Beach, FL","-",2000
"145","Caffeine ","1","Crosses","Lancaster, OH","-",2000
"146","Caffeine ","1","White Split","Gainesville, FL","-",2000
"147","MDMA ","1","Dolphin","Vallejo, CA","-",2000
"148","DOB ","1","WUAA","San Francisco, CA","-",2000
"149","MDA ","1","Chanel","Pacific Northwest","-",2000
"150","MDA ","1","Fly","Washington, DC","-",2000
"151","None Detected ","1","Bumblebee","Niagra Falls, NY","-",2000
"152","DXM ","1","Clover","NA","-",2000
"153","None Detected ","1","AOL","Albany, NY","-",2000
"154","MDMA ","1","Sunkist","Centra, PA","-",2000
"155","Caffeine ","1","Pink Heart","Columbus, OH","-",2000
"156","Caffeine ","1","Cross Top","Sacramento, CA","-",2000
"157","MDMA ","1","Aladdin Genie","Miami Beach, FL","-",2000
"158","DXM ","1","Star","Indianapolis, IN","-",2000
"159","None Detected ","1","Bollet","Washington, DC","-",2000
"160","MDMA ","1","Red Pentagon","Los Angeles, CA","-",2000
"161","MDMA ","1","Heart","San Francisco, CA","-",2000
"162","Caffeine ","1","Krypto","Louisville, KY","-",2000
"163","DXM ","1","Star","Virginia Beach, VA","-",2000
"164","MDMA ","1","Liberty","Seattle, WA","-",2000
"165","MDMA ","1","Superman","Miami Beach, FL","-",2000
"166","Pseudo/Ephedrine ","1","Butterfly","Rochester, NY","-",2000
"167","MDMA ","1","Crick","Fallon, NV","-",2000
"168","Caffeine ","1","Arrow","Chicago, IL","-",2000
"168","Methyl Salicylate ","1","Arrow","Chicago, IL","-",2000
"169","Caffeine ","1","Arrow","Louis, IL","-",2000
"169","Methyl Salicylate ","1","Arrow","Louis, IL","-",2000
"170","MDMA ","1","Mitsubishi","Manasquan, NJ","-",2000
"171","None Detected ","1","[unspecified]","Boston, MA","-",2000
"172","MDE ","1","Cupid","Fort Lauderdale, FL","-",2000
"173","MDA ","1","Brown Spade","Los Angeles, CA","-",2000
"174","MDMA ","1","Silver Bullet","State College, PA","-",2000
"175","Caffeine ","1","Smiley Face LA Romp","Los Angeles, CA","-",2000
"175","DXM ","1","Smiley Face LA Romp","Los Angeles, CA","-",2000
"175","Phenylpropanolamine ","1","Smiley Face LA Romp","Los Angeles, CA","-",2000
"175","Pseudo/Ephedrine ","1","Smiley Face LA Romp","Los Angeles, CA","-",2000
"176","MDMA ","1","Spotted 2000","Los Angeles, CA","-",2000
"177","Pseudo/Ephedrine ","1","Green Butterfly","Livonia, MI","-",2000
"178","MDMA ","1","Green Clover","Anaheim, CA","-",2000
"179","MDMA ","1","A-1","Berkeley, CA","-",2000
"180","MDA ","1","Fat Cat","New Orleans, LA","-",2000
